"L1","L2","L3","L4","LEAF_YN","NODE_STATE","POLICY_CLASS","PRIMARY_DOMAIN","FACET_NOTES","SYNONYM_NOTES","OWNER_DECISION_REQUIRED","PROFESSIONAL_REVIEW_REQUIRED","SOURCE_NOTES"
"Yapı, Hırdavat & Tesisat","Isıtma, Gaz & Havalandırma Tesisatı","Radyatör & Radyatör Vanası","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Isıtma, Gaz & Havalandırma Tesisatı","Isıtma Tesisatı Parçaları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Isıtma, Gaz & Havalandırma Tesisatı","Havalandırma Kanalı & Menfez","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Isıtma, Gaz & Havalandırma Tesisatı","Gaz Fittings & Regülatörleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Isıtma, Gaz & Havalandırma Tesisatı","Baca & Duman Tahliye Parçaları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Kilit, Kapı & Pencere Donanımları","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Kilit, Kapı & Pencere Donanımları","Mekanik Kilit & Silindir","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Kilit, Kapı & Pencere Donanımları","Menteşe","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Kilit, Kapı & Pencere Donanımları","Kapı & Pencere Kolu","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Kilit, Kapı & Pencere Donanımları","Ray & Kapatma Mekanizmaları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Kilit, Kapı & Pencere Donanımları","Pencere Donanımları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Kaynak, Lehim & Metal İşleme","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Kaynak, Lehim & Metal İşleme","Kaynak Makineleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Kaynak, Lehim & Metal İşleme","Lehimleme Ekipmanları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Kaynak, Lehim & Metal İşleme","Kaynak Sarfları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Kaynak, Lehim & Metal İşleme","Lehimleme Sarfları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","Kaynak, Lehim & Metal İşleme","Metal Kesme & Şekillendirme","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","İş Güvenliği & Koruyucu Donanım","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","İş Güvenliği & Koruyucu Donanım","Baş Koruma","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","İş Güvenliği & Koruyucu Donanım","Göz & Yüz Koruma","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","İş Güvenliği & Koruyucu Donanım","El Koruma","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","İş Güvenliği & Koruyucu Donanım","İşitme Koruma","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","İş Güvenliği & Koruyucu Donanım","Solunum Koruma","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","İş Güvenliği & Koruyucu Donanım","Yüksekte Çalışma & Düşüş Koruma","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","İş Güvenliği & Koruyucu Donanım","İş Güvenliği Ayakkabıları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Yapı, Hırdavat & Tesisat","İş Güvenliği & Koruyucu Donanım","Görünürlük & Koruyucu İş Giyimi","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Yapı, Hırdavat & Tesisat","See Yapı, Hırdavat & Tesisat candidate facet registry; characteristics remain facets","See Yapı, Hırdavat & Tesisat candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Makyaj","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Makyaj","Ten Makyajı","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Makyaj","Ten Makyajı","Fondöten","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Makyaj","Ten Makyajı","Kapatıcı","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Makyaj","Ten Makyajı","Pudra","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Makyaj","Ten Makyajı","Allık, Bronzer & Aydınlatıcı","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Makyaj","Göz Makyajı","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Makyaj","Göz Makyajı","Maskara","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Makyaj","Göz Makyajı","Eyeliner & Göz Kalemi","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Makyaj","Göz Makyajı","Far","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Makyaj","Dudak Makyajı","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Makyaj","Dudak Makyajı","Ruj","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Makyaj","Dudak Makyajı","Dudak Parlatıcısı","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Makyaj","Dudak Makyajı","Dudak Kalemi","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Makyaj","Kaş Makyajı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Makyaj","Tırnak Makyajı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Cilt Bakımı","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Cilt Bakımı","Yüz Temizleme","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Cilt Bakımı","Tonik & Esans","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Cilt Bakımı","Nemlendirici","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Cilt Bakımı","Serum","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Cilt Bakımı","Maske & Peeling","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Cilt Bakımı","Göz & Dudak Çevresi Bakımı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Güneş Bakımı","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Güneş Bakımı","Güneş Koruyucu","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Güneş Bakımı","Güneş Sonrası Bakım","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Güneş Bakımı","Bronzlaştırıcı & Otobronzan","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Saç Bakımı & Şekillendirme","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Saç Bakımı & Şekillendirme","Şampuan","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Saç Bakımı & Şekillendirme","Saç Kremi & Maskesi","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Saç Bakımı & Şekillendirme","Saç Yağı & Serumu","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Saç Bakımı & Şekillendirme","Saç Şekillendirici","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Saç Bakımı & Şekillendirme","Saç Boyası & Açıcı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Saç Bakımı & Şekillendirme","Saç Derisi Bakımı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Parfüm & Deodorant","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Parfüm & Deodorant","Parfüm","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Parfüm & Deodorant","Vücut Spreyi & Kolonya","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Kozmetik & Kişisel Bakım","Parfüm & Deodorant","Deodorant & Terleme Karşıtı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kozmetik & Kişisel Bakım","See Kozmetik & Kişisel Bakım candidate facet registry; characteristics remain facets","See Kozmetik & Kişisel Bakım candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
