"LEGACY_SLUG","LEGACY_NAME","LEGACY_PATH","CANONICAL_PLANNING_KEY","CANONICAL_PATH","ALIAS_TYPE","REDIRECT_BEHAVIOR","SEARCH_SYNONYM_DISTINCTION","SPLIT_AMBIGUITY","MANUAL_REVIEW_REQUIRED","SOURCE_ACTION","NOTES"
"ampul-dekoratif-isik","Ampul & Dekoratif Işık","Ev & Yaşam > Dekorasyon & Aydınlatma > Ampul & Dekoratif Işık","","","UNRESOLVED_LEGACY_ALIAS","NO_REDIRECT — MANUAL_OR_POLICY_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","NO","YES","UNRESOLVED","Candidate covers standard bulbs but lacks a complete decorative-string-light successor."
"ayna","Ayna","Ev & Yaşam > Dekorasyon & Aydınlatma > Ayna","CANONICAL-000437","Ev & Yaşam > Dekorasyon & Duvar Aksesuarları > Duvar Dekoru > Ayna","SOURCE_KEY_EQUIVALENCE","DIRECT_BIND_AFTER_ID_ALLOCATION","IDENTITY_BINDING; NOT A SEARCH SYNONYM","NO","NO","KEEP","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"cerceve-duvar-dekoru","Çerçeve & Duvar Dekoru","Ev & Yaşam > Dekorasyon & Aydınlatma > Çerçeve & Duvar Dekoru","CANONICAL-000438 || CANONICAL-000436","Ev & Yaşam > Dekorasyon & Duvar Aksesuarları > Duvar Dekoru > Çerçeve || Ev & Yaşam > Dekorasyon & Duvar Aksesuarları > Duvar Dekoru > Tablo & Poster","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined concept has multiple near-equal Wave 32 candidate successors; no arbitrary single successor selected."
"duvar-masa-saati","Duvar & Masa Saati","Ev & Yaşam > Dekorasyon & Aydınlatma > Duvar & Masa Saati","","","UNRESOLVED_LEGACY_ALIAS","NO_REDIRECT — MANUAL_OR_POLICY_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","NO","YES","UNRESOLVED","Candidate covers wall clocks but not table clocks; legacy combined identity cannot be asserted as one successor."
"mum-oda-kokusu","Mum & Oda Kokusu","Ev & Yaşam > Dekorasyon & Aydınlatma > Mum & Oda Kokusu","CANONICAL-000442","Ev & Yaşam > Dekorasyon & Duvar Aksesuarları > Mum & Oda Kokusu","LEGACY_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","MOVE","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"banyo-duzenleme","Banyo & Düzenleme","Ev & Yaşam > Banyo & Düzenleme","CANONICAL-000450 || CANONICAL-000457","Ev & Yaşam > Düzenleme & Saklama || Ev & Yaşam > Banyo Aksesuarları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"banyo-aksesuar-seti","Banyo Aksesuar Seti","Ev & Yaşam > Banyo & Düzenleme > Banyo Aksesuar Seti","CANONICAL-000458","Ev & Yaşam > Banyo Aksesuarları > Sabunluk & Dispenser","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=0,9000; target remains candidate, not owner-final."
"dus-perdesi-banyo-paspasi","Duş Perdesi & Banyo Paspası","Ev & Yaşam > Banyo & Düzenleme > Duş Perdesi & Banyo Paspası","CANONICAL-000459 || CANONICAL-000433","Ev & Yaşam > Banyo Aksesuarları > Duş Perdesi || Ev & Yaşam > Halı, Kilim & Paspas > Paspas","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"camasir-sepeti","Çamaşır Sepeti","Ev & Yaşam > Banyo & Düzenleme > Çamaşır Sepeti","CANONICAL-000455","Ev & Yaşam > Düzenleme & Saklama > Çamaşır Sepeti","SOURCE_KEY_EQUIVALENCE","DIRECT_BIND_AFTER_ID_ALLOCATION","IDENTITY_BINDING; NOT A SEARCH SYNONYM","NO","NO","KEEP","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"saklama-kutusu-sepet","Saklama Kutusu & Sepet","Ev & Yaşam > Banyo & Düzenleme > Saklama Kutusu & Sepet","CANONICAL-000451","Ev & Yaşam > Düzenleme & Saklama > Saklama Kutusu & Sepet","SOURCE_KEY_EQUIVALENCE","DIRECT_BIND_AFTER_ID_ALLOCATION","IDENTITY_BINDING; NOT A SEARCH SYNONYM","NO","NO","KEEP","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"aski-dolap-duzenleyici","Askı & Dolap Düzenleyici","Ev & Yaşam > Banyo & Düzenleme > Askı & Dolap Düzenleyici","CANONICAL-000454","Ev & Yaşam > Düzenleme & Saklama > Askı & Dolap İçi Düzenleme","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=0,6314; target remains candidate, not owner-final."
"ev-temizlik-tuketim-urunleri","Ev Temizlik & Tüketim Ürünleri","Ev & Yaşam > Ev Temizlik & Tüketim Ürünleri","CANONICAL-000463","Ev & Yaşam > Ev Temizliği & Çamaşır Bakımı","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Previous provisional L2 bridge now resolves to the exact Wave 32 candidate L2; target is not owner-final."
"temizlik-deterjani","Temizlik Deterjanı","Ev & Yaşam > Ev Temizlik & Tüketim Ürünleri > Temizlik Deterjanı","CANONICAL-000464","Ev & Yaşam > Ev Temizliği & Çamaşır Bakımı > Yüzey Temizleyiciler","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"camasir-bakim-urunu","Çamaşır Bakım Ürünü","Ev & Yaşam > Ev Temizlik & Tüketim Ürünleri > Çamaşır Bakım Ürünü","CANONICAL-000465","Ev & Yaşam > Ev Temizliği & Çamaşır Bakımı > Çamaşır Temizliği & Bakımı","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,7267; target remains candidate, not owner-final."
"supurge-mop-temizlik-bezi","Süpürge, Mop & Temizlik Bezi","Ev & Yaşam > Ev Temizlik & Tüketim Ürünleri > Süpürge, Mop & Temizlik Bezi","CANONICAL-000468","Ev & Yaşam > Ev Temizliği & Çamaşır Bakımı > Temizlik Gereçleri > Mop & Paspas Aparatı","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=0,5600; target remains candidate, not owner-final."
"ev-kagit-urunleri","Kağıt Ürünleri","Ev & Yaşam > Ev Temizlik & Tüketim Ürünleri > Kağıt Ürünleri","CANONICAL-000471","Ev & Yaşam > Ev Temizliği & Çamaşır Bakımı > Kağıt Ev Ürünleri","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=0,7267; target remains candidate, not owner-final."
"cop-torbasi-ev-eldiveni","Çöp Torbası & Ev Eldiveni","Ev & Yaşam > Ev Temizlik & Tüketim Ürünleri > Çöp Torbası & Ev Eldiveni","CANONICAL-000472","Ev & Yaşam > Ev Temizliği & Çamaşır Bakımı > Çöp Torbası & Ev Tipi Eldiven","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME","Wave 32 candidate semantic match; score=0,9489; target remains candidate, not owner-final."
"zuccaciye-mutfak","Züccaciye & Mutfak","Züccaciye & Mutfak","CANONICAL-000473","Züccaciye & Mutfak","SOURCE_KEY_EQUIVALENCE","DIRECT_BIND_AFTER_ID_ALLOCATION","IDENTITY_BINDING; NOT A SEARCH SYNONYM","NO","NO","KEEP",""
"pisirme-gerecleri","Pişirme Gereçleri","Züccaciye & Mutfak > Pişirme Gereçleri","CANONICAL-000474 || CANONICAL-000480","Züccaciye & Mutfak > Tencere, Tava & Pişirme Kapları || Züccaciye & Mutfak > Fırınlama & Pişirme Gereçleri","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"tencere-seti","Tencere & Tencere Seti","Züccaciye & Mutfak > Pişirme Gereçleri > Tencere & Tencere Seti","CANONICAL-000476","Züccaciye & Mutfak > Tencere, Tava & Pişirme Kapları > Tencereler > Standart Tencereler","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Set composition is a facet; the product-type successor is standard cookware, not pressure cookware."
"tava-sahan","Tava & Sahan","Züccaciye & Mutfak > Pişirme Gereçleri > Tava & Sahan","CANONICAL-000478","Züccaciye & Mutfak > Tencere, Tava & Pişirme Kapları > Tavalar & Sahanlar","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"duduklu-tencere","Düdüklü Tencere","Züccaciye & Mutfak > Pişirme Gereçleri > Düdüklü Tencere","CANONICAL-000477","Züccaciye & Mutfak > Tencere, Tava & Pişirme Kapları > Tencereler > Düdüklü Tencereler","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"caydanlik-cezve","Çaydanlık & Cezve","Züccaciye & Mutfak > Pişirme Gereçleri > Çaydanlık & Cezve","CANONICAL-000517 || CANONICAL-000518","Züccaciye & Mutfak > Çay & Kahve Demleme Gereçleri > Çaydanlık || Züccaciye & Mutfak > Çay & Kahve Demleme Gereçleri > Cezve","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"firin-kabi-tepsi","Fırın Kabı & Tepsi","Züccaciye & Mutfak > Pişirme Gereçleri > Fırın Kabı & Tepsi","CANONICAL-000481 || CANONICAL-000482","Züccaciye & Mutfak > Fırınlama & Pişirme Gereçleri > Fırın Kapları || Züccaciye & Mutfak > Fırınlama & Pişirme Gereçleri > Fırın Tepsileri","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"kek-kalibi-pisirme-kalibi","Kek Kalıbı & Pişirme Kalıbı","Züccaciye & Mutfak > Pişirme Gereçleri > Kek Kalıbı & Pişirme Kalıbı","CANONICAL-000483","Züccaciye & Mutfak > Fırınlama & Pişirme Gereçleri > Kek & Pasta Kalıpları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Explicit combined mold successor."
"hazirlik-kesme-gerecleri","Hazırlık & Kesme Gereçleri","Züccaciye & Mutfak > Hazırlık & Kesme Gereçleri","CANONICAL-000485 || CANONICAL-000492","Züccaciye & Mutfak > Mutfak Hazırlık Gereçleri || Züccaciye & Mutfak > Bıçak & Kesme Gereçleri","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"mutfak-bicagi-bicak-seti","Mutfak Bıçağı & Bıçak Seti","Züccaciye & Mutfak > Hazırlık & Kesme Gereçleri > Mutfak Bıçağı & Bıçak Seti","CANONICAL-000494","Züccaciye & Mutfak > Bıçak & Kesme Gereçleri > Mutfak Bıçakları > Şef Bıçağı","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"kesme-tahtasi","Kesme Tahtası","Züccaciye & Mutfak > Hazırlık & Kesme Gereçleri > Kesme Tahtası","CANONICAL-000498","Züccaciye & Mutfak > Bıçak & Kesme Gereçleri > Kesme Tahtası","SOURCE_KEY_EQUIVALENCE","DIRECT_BIND_AFTER_ID_ALLOCATION","IDENTITY_BINDING; NOT A SEARCH SYNONYM","NO","YES","KEEP","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"rende-soyacak-dilimleyici","Rende, Soyacak & Dilimleyici","Züccaciye & Mutfak > Hazırlık & Kesme Gereçleri > Rende, Soyacak & Dilimleyici","CANONICAL-000486","Züccaciye & Mutfak > Mutfak Hazırlık Gereçleri > Rende, Soyacak & Dilimleyici","SOURCE_KEY_EQUIVALENCE","DIRECT_BIND_AFTER_ID_ALLOCATION","IDENTITY_BINDING; NOT A SEARCH SYNONYM","NO","YES","KEEP","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"karistirma-kabi-olcu-gereci","Karıştırma Kabı & Ölçü Gereci","Züccaciye & Mutfak > Hazırlık & Kesme Gereçleri > Karıştırma Kabı & Ölçü Gereci","CANONICAL-000488 || CANONICAL-000489","Züccaciye & Mutfak > Mutfak Hazırlık Gereçleri > Karıştırma Kabı || Züccaciye & Mutfak > Mutfak Hazırlık Gereçleri > Ölçü Gereçleri","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"mutfak-el-aleti","Mutfak El Aleti","Züccaciye & Mutfak > Hazırlık & Kesme Gereçleri > Mutfak El Aleti","CANONICAL-000490","Züccaciye & Mutfak > Mutfak Hazırlık Gereçleri > Spatula, Çırpıcı & Karıştırıcı","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,9000; target remains candidate, not owner-final."
"sofra-servis","Sofra & Servis","Züccaciye & Mutfak > Sofra & Servis","CANONICAL-000500 || CANONICAL-000505 || CANONICAL-000536","Züccaciye & Mutfak > Sofra & Yemek Takımları || Züccaciye & Mutfak > Çatal, Kaşık & Servis Gereçleri || Züccaciye & Mutfak > Mutfak Tekstili","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"yemek-takimi","Yemek Takımı","Züccaciye & Mutfak > Sofra & Servis > Yemek Takımı","CANONICAL-000503","Züccaciye & Mutfak > Sofra & Yemek Takımları > Yemek & Kahvaltı Takımları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,8600; target remains candidate, not owner-final."
"tabak-kase","Tabak & Kase","Züccaciye & Mutfak > Sofra & Servis > Tabak & Kase","CANONICAL-000501 || CANONICAL-000502","Züccaciye & Mutfak > Sofra & Yemek Takımları > Tabaklar || Züccaciye & Mutfak > Sofra & Yemek Takımları > Kaseler","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"catal-kasik-bicak-takimi","Çatal, Kaşık & Bıçak Takımı","Züccaciye & Mutfak > Sofra & Servis > Çatal, Kaşık & Bıçak Takımı","CANONICAL-000506","Züccaciye & Mutfak > Çatal, Kaşık & Servis Gereçleri > Sofra Çatal, Kaşık & Bıçakları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,8100; target remains candidate, not owner-final."
"servis-tabagi-sunum-gereci","Servis Tabağı & Sunum Gereci","Züccaciye & Mutfak > Sofra & Servis > Servis Tabağı & Sunum Gereci","CANONICAL-000504 || CANONICAL-000509","Züccaciye & Mutfak > Sofra & Yemek Takımları > Sosluk & Sunum Kapları || Züccaciye & Mutfak > Çatal, Kaşık & Servis Gereçleri > Tepsi & Nihale","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"tepsi","Tepsi","Züccaciye & Mutfak > Sofra & Servis > Tepsi","CANONICAL-000509","Züccaciye & Mutfak > Çatal, Kaşık & Servis Gereçleri > Tepsi & Nihale","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,9000; target remains candidate, not owner-final."
"bardak-icecek-servisi","Bardak & İçecek Servisi","Züccaciye & Mutfak > Bardak & İçecek Servisi","CANONICAL-000510 || CANONICAL-000516","Züccaciye & Mutfak > Bardak, Kupa & İçecek Servisi || Züccaciye & Mutfak > Çay & Kahve Demleme Gereçleri","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"su-mesrubat-bardagi","Su & Meşrubat Bardağı","Züccaciye & Mutfak > Bardak & İçecek Servisi > Su & Meşrubat Bardağı","CANONICAL-000511","Züccaciye & Mutfak > Bardak, Kupa & İçecek Servisi > Su & Meşrubat Bardakları","LEGACY_NAME_SLUG_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME_AND_MOVE","Wave 32 candidate semantic match; score=0,6867; target remains candidate, not owner-final."
"cay-bardagi-fincan","Çay Bardağı & Fincan","Züccaciye & Mutfak > Bardak & İçecek Servisi > Çay Bardağı & Fincan","CANONICAL-000512","Züccaciye & Mutfak > Bardak, Kupa & İçecek Servisi > Çay Bardağı & Fincan","LEGACY_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","MOVE","Corrects a false coffee-grinder suggestion; exact serving-vessel candidate exists."
"kupa","Kupa","Züccaciye & Mutfak > Bardak & İçecek Servisi > Kupa","CANONICAL-000513","Züccaciye & Mutfak > Bardak, Kupa & İçecek Servisi > Kupa","SOURCE_KEY_EQUIVALENCE","DIRECT_BIND_AFTER_ID_ALLOCATION","IDENTITY_BINDING; NOT A SEARCH SYNONYM","NO","YES","KEEP","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"surahi-karaf","Sürahi & Karaf","Züccaciye & Mutfak > Bardak & İçecek Servisi > Sürahi & Karaf","CANONICAL-000514","Züccaciye & Mutfak > Bardak, Kupa & İçecek Servisi > Sürahi & Karaf","LEGACY_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","MOVE","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"termos","Termos","Züccaciye & Mutfak > Bardak & İçecek Servisi > Termos","CANONICAL-000530","Züccaciye & Mutfak > Termos, Matara & Yiyecek Taşıma > Termos","SOURCE_KEY_EQUIVALENCE","DIRECT_BIND_AFTER_ID_ALLOCATION","IDENTITY_BINDING; NOT A SEARCH SYNONYM","NO","YES","KEEP","Exact candidate successor."
"mutfak-saklama-duzenleme","Mutfak Saklama & Düzenleme","Züccaciye & Mutfak > Mutfak Saklama & Düzenleme","CANONICAL-000523 || CANONICAL-000529","Züccaciye & Mutfak > Saklama & Mutfak Düzenleme || Züccaciye & Mutfak > Termos, Matara & Yiyecek Taşıma","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"saklama-kabi","Saklama Kabı","Züccaciye & Mutfak > Mutfak Saklama & Düzenleme > Saklama Kabı","CANONICAL-000525","Züccaciye & Mutfak > Saklama & Mutfak Düzenleme > Kavanozlar","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"baharatlik-yaglik","Baharatlık & Yağlık","Züccaciye & Mutfak > Mutfak Saklama & Düzenleme > Baharatlık & Yağlık","CANONICAL-000526","Züccaciye & Mutfak > Saklama & Mutfak Düzenleme > Baharatlık, Yağlık & Sirkelik","LEGACY_NAME_SLUG_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME_AND_MOVE","Wave 32 candidate semantic match; score=0,8600; target remains candidate, not owner-final."
"beslenme-kutusu","Beslenme Kutusu","Züccaciye & Mutfak > Mutfak Saklama & Düzenleme > Beslenme Kutusu","CANONICAL-000533","Züccaciye & Mutfak > Termos, Matara & Yiyecek Taşıma > Beslenme Kutusu","SOURCE_KEY_EQUIVALENCE","DIRECT_BIND_AFTER_ID_ALLOCATION","IDENTITY_BINDING; NOT A SEARCH SYNONYM","NO","YES","KEEP","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
